id,channel_idx,channel_name,region,timepoint,time_sec,community
4096,0,FP1-F7,frontal,4096,16.0,2853
4097,0,FP1-F7,frontal,4097,16.0039,2854
4098,0,FP1-F7,frontal,4098,16.0078,0
4099,0,FP1-F7,frontal,4099,16.0117,1
4100,0,FP1-F7,frontal,4100,16.0156,2
4101,0,FP1-F7,frontal,4101,16.0195,3
4102,0,FP1-F7,frontal,4102,16.0234,4
4103,0,FP1-F7,frontal,4103,16.0273,5
4104,0,FP1-F7,frontal,4104,16.0312,6
4105,0,FP1-F7,frontal,4105,16.0352,7
4106,0,FP1-F7,frontal,4106,16.0391,8
4107,0,FP1-F7,frontal,4107,16.043,9
4108,0,FP1-F7,frontal,4108,16.0469,10
4109,0,FP1-F7,frontal,4109,16.0508,11
4110,0,FP1-F7,frontal,4110,16.0547,12
4111,0,FP1-F7,frontal,4111,16.0586,13
4112,0,FP1-F7,frontal,4112,16.0625,14
4113,0,FP1-F7,frontal,4113,16.0664,15
4114,0,FP1-F7,frontal,4114,16.0703,16
4115,0,FP1-F7,frontal,4115,16.0742,17
4116,0,FP1-F7,frontal,4116,16.0781,18
4117,0,FP1-F7,frontal,4117,16.082,19
4118,0,FP1-F7,frontal,4118,16.0859,20
4119,0,FP1-F7,frontal,4119,16.0898,21
4120,0,FP1-F7,frontal,4120,16.0938,22
4121,0,FP1-F7,frontal,4121,16.0977,23
4122,0,FP1-F7,frontal,4122,16.1016,24
4123,0,FP1-F7,frontal,4123,16.1055,25
4124,0,FP1-F7,frontal,4124,16.1094,26
4125,0,FP1-F7,frontal,4125,16.1133,27
4126,0,FP1-F7,frontal,4126,16.1172,28
4127,0,FP1-F7,frontal,4127,16.1211,29
4128,0,FP1-F7,frontal,4128,16.125,30
4129,0,FP1-F7,frontal,4129,16.1289,31
4130,0,FP1-F7,frontal,4130,16.1328,32
4131,0,FP1-F7,frontal,4131,16.1367,33
4132,0,FP1-F7,frontal,4132,16.1406,34
4133,0,FP1-F7,frontal,4133,16.1445,35
4134,0,FP1-F7,frontal,4134,16.1484,36
4135,0,FP1-F7,frontal,4135,16.1523,37
4136,0,FP1-F7,frontal,4136,16.1562,38
4137,0,FP1-F7,frontal,4137,16.1602,39
4138,0,FP1-F7,frontal,4138,16.1641,40
4139,0,FP1-F7,frontal,4139,16.168,41
4140,0,FP1-F7,frontal,4140,16.1719,42
4141,0,FP1-F7,frontal,4141,16.1758,43
4142,0,FP1-F7,frontal,4142,16.1797,44
4143,0,FP1-F7,frontal,4143,16.1836,45
4144,0,FP1-F7,frontal,4144,16.1875,46
4145,0,FP1-F7,frontal,4145,16.1914,47
4146,0,FP1-F7,frontal,4146,16.1953,48
4147,0,FP1-F7,frontal,4147,16.1992,49
4148,0,FP1-F7,frontal,4148,16.2031,50
4149,0,FP1-F7,frontal,4149,16.207,51
4150,0,FP1-F7,frontal,4150,16.2109,52
4151,0,FP1-F7,frontal,4151,16.2148,53
4152,0,FP1-F7,frontal,4152,16.2188,54
4153,0,FP1-F7,frontal,4153,16.2227,55
4154,0,FP1-F7,frontal,4154,16.2266,56
4155,0,FP1-F7,frontal,4155,16.2305,57
4156,0,FP1-F7,frontal,4156,16.2344,58
4157,0,FP1-F7,frontal,4157,16.2383,59
4158,0,FP1-F7,frontal,4158,16.2422,60
4159,0,FP1-F7,frontal,4159,16.2461,61
4160,0,FP1-F7,frontal,4160,16.25,62
4161,0,FP1-F7,frontal,4161,16.2539,2855
4162,0,FP1-F7,frontal,4162,16.2578,63
4163,0,FP1-F7,frontal,4163,16.2617,64
4164,0,FP1-F7,frontal,4164,16.2656,65
4165,0,FP1-F7,frontal,4165,16.2695,66
4166,0,FP1-F7,frontal,4166,16.2734,67
4167,0,FP1-F7,frontal,4167,16.2773,68
4168,0,FP1-F7,frontal,4168,16.2812,69
4169,0,FP1-F7,frontal,4169,16.2852,70
4170,0,FP1-F7,frontal,4170,16.2891,71
4171,0,FP1-F7,frontal,4171,16.293,72
4172,0,FP1-F7,frontal,4172,16.2969,73
4173,0,FP1-F7,frontal,4173,16.3008,74
4174,0,FP1-F7,frontal,4174,16.3047,75
4175,0,FP1-F7,frontal,4175,16.3086,76
4176,0,FP1-F7,frontal,4176,16.3125,77
4177,0,FP1-F7,frontal,4177,16.3164,78
4178,0,FP1-F7,frontal,4178,16.3203,79
4179,0,FP1-F7,frontal,4179,16.3242,80
4180,0,FP1-F7,frontal,4180,16.3281,81
4181,0,FP1-F7,frontal,4181,16.332,82
4182,0,FP1-F7,frontal,4182,16.3359,83
4183,0,FP1-F7,frontal,4183,16.3398,84
4184,0,FP1-F7,frontal,4184,16.3438,85
4185,0,FP1-F7,frontal,4185,16.3477,86
4186,0,FP1-F7,frontal,4186,16.3516,2856
4187,0,FP1-F7,frontal,4187,16.3555,87
4188,0,FP1-F7,frontal,4188,16.3594,88
4189,0,FP1-F7,frontal,4189,16.3633,89
4190,0,FP1-F7,frontal,4190,16.3672,90
4191,0,FP1-F7,frontal,4191,16.3711,91
4192,0,FP1-F7,frontal,4192,16.375,92
4193,0,FP1-F7,frontal,4193,16.3789,93
4194,0,FP1-F7,frontal,4194,16.3828,94
4195,0,FP1-F7,frontal,4195,16.3867,95
4196,0,FP1-F7,frontal,4196,16.3906,96
4197,0,FP1-F7,frontal,4197,16.3945,97
4198,0,FP1-F7,frontal,4198,16.3984,98
4199,0,FP1-F7,frontal,4199,16.4023,99
4200,0,FP1-F7,frontal,4200,16.4062,100
4201,0,FP1-F7,frontal,4201,16.4102,101
4202,0,FP1-F7,frontal,4202,16.4141,102
4203,0,FP1-F7,frontal,4203,16.418,103
4204,0,FP1-F7,frontal,4204,16.4219,104
4205,0,FP1-F7,frontal,4205,16.4258,105
4206,0,FP1-F7,frontal,4206,16.4297,106
4207,0,FP1-F7,frontal,4207,16.4336,107
4208,0,FP1-F7,frontal,4208,16.4375,108
4209,0,FP1-F7,frontal,4209,16.4414,109
4210,0,FP1-F7,frontal,4210,16.4453,110
4211,0,FP1-F7,frontal,4211,16.4492,111
4212,0,FP1-F7,frontal,4212,16.4531,112
4213,0,FP1-F7,frontal,4213,16.457,113
4214,0,FP1-F7,frontal,4214,16.4609,114
4215,0,FP1-F7,frontal,4215,16.4648,115
4216,0,FP1-F7,frontal,4216,16.4688,116
4217,0,FP1-F7,frontal,4217,16.4727,117
4218,0,FP1-F7,frontal,4218,16.4766,118
4219,0,FP1-F7,frontal,4219,16.4805,119
4220,0,FP1-F7,frontal,4220,16.4844,120
4221,0,FP1-F7,frontal,4221,16.4883,121
4222,0,FP1-F7,frontal,4222,16.4922,122
4223,0,FP1-F7,frontal,4223,16.4961,123
4224,0,FP1-F7,frontal,4224,16.5,124
4225,0,FP1-F7,frontal,4225,16.5039,125
4226,0,FP1-F7,frontal,4226,16.5078,126
4227,0,FP1-F7,frontal,4227,16.5117,127
4228,0,FP1-F7,frontal,4228,16.5156,128
4229,0,FP1-F7,frontal,4229,16.5195,129
4230,0,FP1-F7,frontal,4230,16.5234,130
4231,0,FP1-F7,frontal,4231,16.5273,131
4232,0,FP1-F7,frontal,4232,16.5312,132
4233,0,FP1-F7,frontal,4233,16.5352,133
4234,0,FP1-F7,frontal,4234,16.5391,134
4235,0,FP1-F7,frontal,4235,16.543,135
4236,0,FP1-F7,frontal,4236,16.5469,136
4237,0,FP1-F7,frontal,4237,16.5508,137
4238,0,FP1-F7,frontal,4238,16.5547,138
4239,0,FP1-F7,frontal,4239,16.5586,139
4240,0,FP1-F7,frontal,4240,16.5625,2857
4241,0,FP1-F7,frontal,4241,16.5664,2858
4242,0,FP1-F7,frontal,4242,16.5703,2859
4243,0,FP1-F7,frontal,4243,16.5742,2860
4244,0,FP1-F7,frontal,4244,16.5781,2861
4245,0,FP1-F7,frontal,4245,16.582,140
4246,0,FP1-F7,frontal,4246,16.5859,141
4247,0,FP1-F7,frontal,4247,16.5898,142
4248,0,FP1-F7,frontal,4248,16.5938,143
4249,0,FP1-F7,frontal,4249,16.5977,144
4250,0,FP1-F7,frontal,4250,16.6016,145
4251,0,FP1-F7,frontal,4251,16.6055,146
4252,0,FP1-F7,frontal,4252,16.6094,147
